ProductType,Colour,Usage,ProductTitle,ImageURL,Rating,Price
Heels,Multi,Casual,Catwalk Women Multi Colour Flats,http://assets.myntassets.com/v1/images/style/properties/8cb2555ca0cb804a80576369d26d6031_images.jpg,4.3,1583
Sports Shoes,White,Sports,Nike Women's Izanami White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/a51cf697cc238b92eb39dc644a97fb7e_images.jpg,4.3,4301
Heels,Black,Casual,Enroute Women Casual Black Flats,http://assets.myntassets.com/v1/images/style/properties/bdbebe341830b60f18a4464dadc45e30_images.jpg,3.7,2427
Sports Shoes,Grey,Sports,ASICS Women Gel Spree Running Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/f326f51e5e2d7e6902bd69c18da288d6_images.jpg,3.1,3525
Flats,Black,Casual,Rocia Women Black & Brown Flats,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black---Brown-Flats_8cf9dbde80372cebd510a6d166be4272_images.jpg,3.2,4318
Sports Shoes,Black,Sports,Nike Women's Double Team Lite Black Shoe,http://assets.myntassets.com/v1/images/style/properties/7d5a4f837bfcef7b59a8dfe6ee27107e_images.jpg,3.5,2456
Heels,Gold,Casual,Catwalk Women Gold Heels,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Gold-Heels_b2ca0800dabb479e7b51cd4921bda724_images.jpg,3.2,4306
Flip Flops,Pink,Casual,Roxy Women Pink Flip Flops,http://assets.myntassets.com/v1/images/style/properties/20ec2e34e60023159c80f0e02375c688_images.jpg,3.1,1297
Casual Shoes,Black,Casual,Nike Women Double Team Lite Black Shoes,http://assets.myntassets.com/v1/images/style/properties/c12db15b9443c0d5180bfd8ed70cf71e_images.jpg,3.8,2663
Heels,Gold,Casual,Catwalk Women Gold Flats,http://assets.myntassets.com/v1/images/style/properties/ca819fc95ae22193255179d3af2981ba_images.jpg,3.5,4284
Sports Shoes,White,Sports,ADIDAS Women Duramo 3 White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/aa9d54ae49bdc357115fff779ec6475e_images.jpg,3.8,995
Flip Flops,Green,Casual,Timberland Women's Estela Umbrella Green Flip Flop,http://assets.myntassets.com/v1/images/style/properties/a47da3c53d5f77a0f7b968a117e7419e_images.jpg,3.3,2931
Casual Shoes,Purple,Casual,Puma Women Casual Purple Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/d753a75fd807397060c3c61bfc20d841_images.jpg,3.1,3933
Heels,Black,Casual,Carlton London Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_820c53e936db176f74c91934004351ab_images.jpg,5.0,3618
Sports Shoes,Blue,Sports,Nike Women Zoo Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/032b2806e0ea06a222d748df28f59c0b_images.jpg,3.7,3084
Heels,Pink,Casual,Catwalk Women Buckel Pink Flats,http://assets.myntassets.com/v1/images/style/properties/99aec11d34cfacfdedf25c73a90bcf9c_images.jpg,4.6,2683
Heels,Blue,Casual,Catwalk Women Slim Casual Beige Wedges,http://assets.myntassets.com/v1/images/style/properties/e40d51ebe4f7acdddf51a52d1d1c9d36_images.jpg,5.0,3666
Flip Flops,Lavender,Casual,Lotto Women Lavender Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Lavender-Flip-Flops_4279f0d9df8add7ef58544f5bf6a7d6d_images.jpg,4.4,3689
Casual Shoes,Grey,Casual,Nike Women Air Rift Grey Shoes,http://assets.myntassets.com/v1/images/style/properties/19f177649332e72d83f7f02e5e78c309_images.jpg,4.6,1102
Flats,Brown,Casual,Portia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/3be71d4422b473a751afeb01be92a050_images.jpg,3.1,600
Heels,Black,Casual,Catwalk Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Black-Sandals_bf5464138d32b2f25aeab5ffc8ce911e_images.jpg,3.9,2802
Heels,Gold,Casual,Inc 5 Women Casual Gold Flats,http://assets.myntassets.com/v1/images/style/properties/9d70af39b13503d1ae27c581dc5e711d_images.jpg,3.6,3685
Flats,Green,Casual,Rocia Women Multi- Coloured Shoes,http://assets.myntassets.com/v1/images/style/properties/aac4ddede8d0c5c6763ba65718f41f53_images.jpg,4.3,712
Heels,Taupe,Casual,Enroute Women Casual Taupe Casual Heels,http://assets.myntassets.com/v1/images/style/properties/4cc0bb7fe95fc7f26cb44505c85a91a3_images.jpg,3.4,2797
Heels,Brown,Casual,Catwalk Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/b68b16688c3b65b0b656998b57c129ee_images.jpg,4.2,1617
Heels,Beige,Casual,Inc. 5 Women Casual Beige Heels,http://assets.myntassets.com/v1/images/style/properties/068814d4601476ad9c74701a23ec8df0_images.jpg,4.5,3975
Heels,Beige,Casual,Rocia Women Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/bb5014984faaf2938d1437ca0b60bd73_images.jpg,3.1,582
Sports Shoes,Black,Sports,ADIDAS Women Sukoi Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/b5de9da8f9bbf7965d90e8ae1e9b3663_images.jpg,3.6,1631
Casual Shoes,White,Casual,Nike Women Dunk Skinny White Red Shoe,http://assets.myntassets.com/v1/images/style/properties/4ecb0e621e97418a9ee80ff29ef2ef7d_images.jpg,4.8,2886
Heels,White,Casual,Portia Women White Heels,http://assets.myntassets.com/v1/images/style/properties/da93dba6ebb166f3dd18f30f534bc486_images.jpg,4.0,919
Sports Shoes,Grey,Sports,Nike Women Air Relentless Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/1d8cf73c6bfc5a83421481a1196cc6a5_images.jpg,3.5,3184
Flats,Black,Casual,Rocia Women Casual Brown Sandal,http://assets.myntassets.com/v1/images/style/properties/89ecaa554ef5971e55812242be4559fe_images.jpg,4.0,2910
Flats,Black,Casual,Skechers Women Tone Black Sandals,http://assets.myntassets.com/v1/images/style/properties/5d26668b07d34a65677b9c6c4d82d822_images.jpg,4.0,997
Heels,Silver,Casual,Catwalk Women Silver Heels,http://assets.myntassets.com/v1/images/style/properties/a87cc5ed84c4882d76413571787cad2f_images.jpg,5.0,1625
Heels,Brown,Casual,Catwalk Women Casual Brown Flats,http://assets.myntassets.com/v1/images/style/properties/c32d92cfa4fabaf752b3d929ff79d5d6_images.jpg,4.8,3336
Heels,Black,Casual,Inc 5 Women Casual Black Flats,http://assets.myntassets.com/v1/images/style/properties/60dd7beeb5534ae0f17444fa881d660e_images.jpg,3.3,2129
Sports Sandals,Blue,Casual,Timberland Women Belle Isld Boat Ball Black Floater,http://assets.myntassets.com/v1/images/style/properties/468d414176b2a65b65828a6e55fd14d3_images.jpg,3.4,2748
Casual Shoes,Black,Casual,Puma Women Cabana Racer SL Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/9a21651232a16df52462ed7660e14d9c_images.jpg,3.3,3146
Heels,Bronze,Casual,Carlton London Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Metallic-Sandals_d97a32a4ac867365094f09ccb3b963de_images.jpg,4.8,2829
Heels,Green,Casual,Senorita Women Green Flats,http://assets.myntassets.com/v1/images/style/properties/aec586d0742698b27a2864aeedd7d69d_images.jpg,4.2,3658
Heels,Gold,Casual,Enroute Women Casual Gold Peep Toes,http://assets.myntassets.com/v1/images/style/properties/0891eaff0d01d7d8bc0dcc90b1e081ee_images.jpg,4.3,546
Heels,Beige,Casual,Portia Women Beige Wedges,http://assets.myntassets.com/v1/images/style/properties/b9d7756f04a27888de7e317c9f568b6c_images.jpg,4.5,1159
Flats,Brown,Casual,Rocia Women Brown Flats,http://assets.myntassets.com/v1/images/style/properties/1c1abbca930c28db88190a7fb767246b_images.jpg,3.1,3197
Casual Shoes,Black,Casual,Catwalk Women Ballerina Black Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/bb7e45c6483b9a37f921ca73048cd116_images.jpg,3.4,2605
Sports Sandals,Blue,Casual,ADIDAS Women Neo Feather Blue Sandals,http://assets.myntassets.com/v1/images/style/properties/38b54d2fd34312785fd069bdb6c35f2a_images.jpg,3.7,2540
Sports Shoes,White,Casual,Nike Women Court Majestic White Shoes,http://assets.myntassets.com/v1/images/style/properties/ef7b2fd109231d01262e4c595dd3f870_images.jpg,3.6,4086
Heels,Tan,Casual,Catwalk Women Weaved Strap Tan Flats,http://assets.myntassets.com/v1/images/style/properties/53e38e41bb93f3043ff1e7735c605f2d_images.jpg,4.3,3798
Heels,Black,Casual,Catwalk Women Casual Black Heels,http://assets.myntassets.com/v1/images/style/properties/c40a47808b4f1f9d993743a572881a5d_images.jpg,3.8,2455
Sports Shoes,White,Sports,Nike Women Transform III IN White Shoe,http://assets.myntassets.com/v1/images/style/properties/c545a6cf4591c54228e1bac68234c148_images.jpg,3.0,3996
Heels,Black,Casual,Portia Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Black-Sandals_f19a083c3db3802c690af0d3e2b6cbfd_images.jpg,4.5,794
Flats,Black,Casual,Rocia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/6afd5f6576cb3f66b170b56fcd248eaf_images.jpg,4.9,777
Flats,Black,Casual,Rocia Women Casual Black Sandal,http://assets.myntassets.com/v1/images/style/properties/266a1f4e0c4148415bf09dc1f2b6fc87_images.jpg,3.3,3139
Heels,Red,Casual,Catwalk Women Red Flats,http://assets.myntassets.com/v1/images/style/properties/c83107a94b6e70bd13a0d705e3bab826_images.jpg,4.3,737
Heels,Multi,Casual,Catwalk Women Multicoloured Heels,http://assets.myntassets.com/v1/images/style/properties/1b785de656d1888c3166afd572d06564_images.jpg,4.9,1198
Heels,Red,Casual,HM Women Red Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Red-Sandals_2d74cdc7ea790cb6927acda0bacdb7cd_images.jpg,4.2,4335
Heels,Pink,Casual,Catwalk Women Pink Flats,http://assets.myntassets.com/v1/images/style/properties/2b71c5f8cdb335be074ea1b91fd3ccad_images.jpg,4.3,2561
Heels,White,Casual,Catwalk Women White Flats,http://assets.myntassets.com/v1/images/style/properties/569ae45b0735189f09a9c4a81606cd4d_images.jpg,3.8,2509
Sports Shoes,Silver,Sports,ADIDAS Women Blazer Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/beb28bff25af12c806f7d7044412f64e_images.jpg,3.5,2595
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/e0517fdd08acd536f2935832a1081ee8_images.jpg,3.9,3095
Heels,Red,Casual,Catwalk Women Red Flats,http://assets.myntassets.com/v1/images/style/properties/f79912503e091e645cc5ad89e3746257_images.jpg,4.6,770
Flip Flops,Black,Casual,Lotto Women's Cross Color Beige Black Flip Flop,http://assets.myntassets.com/v1/images/style/properties/60da15fbf50ec5d120d4abb342f11644_images.jpg,3.5,881
Flats,Grey,Casual,Puma Women Roque Grey Sandals,http://assets.myntassets.com/v1/images/style/properties/2341afa6401c16203f3a0b9b4f850e62_images.jpg,5.0,758
Sports Shoes,Black,Sports,Nike Women Sweet AC Black Shoe,http://assets.myntassets.com/v1/images/style/properties/d7a462a4923cea56cad4189996452b11_images.jpg,4.3,2746
Heels,Blue,Casual,HM Women Blue Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_8767dd45e2e2e228ea9f931675a12d55_images.jpg,4.5,3923
Heels,Brown,Casual,Catwalk Women Casual Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/fa86aefb872f6f9aa6a7d87505fa9610_images.jpg,4.4,2854
Heels,Brown,Casual,Portia Women Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Brown-Sandals_fde4943f4e9d3390ec813cf42c17f6f1_images.jpg,3.2,4245
Sports Shoes,Pink,Sports,Nike Women's Transform III IN Black Pink Shoe,http://assets.myntassets.com/v1/images/style/properties/415ceede7b89f515f540c1e84245b291_images.jpg,4.3,1092
Sports Shoes,Black,Sports,Nike Women Iza Black Shoe,http://assets.myntassets.com/v1/images/style/properties/beb7d279c7cbe08ca2d355758d416ac4_images.jpg,3.7,3512
Casual Shoes,Green,Casual,Puma Women Green Supersuede Eco Casual Shoes,http://assets.myntassets.com/v1/image/style/properties/53732/Puma-Women-Casual-Shoes_1_e7954babd7649c82849cb85ccd2b1477.jpg,4.7,1090
Heels,Black,Casual,Catwalk Women Fancy Black Heels,http://assets.myntassets.com/v1/images/style/properties/bcefd303fd563b7f170ff17a0fa769ce_images.jpg,4.8,1387
Sports Shoes,White,Sports,Nike Women's Lunar Swift White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/f42b4f1e1f589d107bb711d445f9b4e8_images.jpg,4.1,585
Casual Shoes,Grey,Casual,Numero Uno Women NY Grey Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/50bd9632cbdacba06c727420f467c959_images.jpg,4.4,1137
Casual Shoes,Grey,Casual,Catwalk Women Ballerina Grey Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/2c7a995d8ed4d42a9803a68ed652ba4b_images.jpg,4.0,1481
Heels,Brown,Casual,Inc 5 Women Casual Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/f6f39ffdfbeda7d05e336949afe4567f_images.jpg,3.4,2607
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/665f693fd62dd8eda95ad3b9f8478d9b_images.jpg,4.5,521
Flats,Purple,Casual,Carlton London Women Purple Flat Shoes,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Casual-Purple-Casual-Shoes_fd89203a7e0bd8dfc295b78a29b33ef8_images.jpg,4.8,2726
Heels,Green,Casual,Portia Women Green Sandals,http://assets.myntassets.com/v1/images/style/properties/eff030c763ecf272165ece9b6c0b0568_images.jpg,5.0,3665
Heels,Black,Casual,HM Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_e68f66492bd0e9a977042c95478b16d8_images.jpg,3.1,4124
Sports Shoes,Purple,Sports,ADIDAS Women Purple Chill Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/d279a61b5f90b1f10fa28a7a71e51a95_images.jpg,3.7,1222
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/5bb77b82d0d294adfad8df52a13a38db_images.jpg,4.6,3775
Heels,Black,Casual,Senorita Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/34f4a48d0f232edd35b0159ba841e023_images.jpg,4.1,521
Flats,Brown,Casual,Rocia Women Casual Brown Sandal,http://assets.myntassets.com/v1/images/style/properties/5495534f33a5f100dbff02a62b0c4352_images.jpg,5.0,1284
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/f4fa8c7f361985dd2318653ea877ecdf_images.jpg,4.4,4339
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/5ea4a10f2528d4c1bc2ea784a8a6e97b_images.jpg,3.3,3284
Heels,Brown,Casual,Catwalk Women Brown Heeled Shoes,http://assets.myntassets.com/v1/images/style/properties/2af9db11ed5b10dab0069db21882ba4d_images.jpg,4.0,2556
Heels,Red,Casual,HM Women Red Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Red-Sandals_259bb0ac84303835e9fdfcfdb849d23a_images.jpg,4.7,1051
Flats,Off White,Casual,Rockport Women Beige Flats,http://assets.myntassets.com/v1/image/style/properties/17489/Rockport-Women-Casual-Off-White-Flats_1_32c908f3d211f8df31f35d1e87ebaf63.jpg,4.7,1250
Casual Shoes,Purple,Casual,Puma Women Saba Ballet DC3 Purple Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/821ff146448876e94109beed5cb1fd5b_images.jpg,3.0,1176
Casual Shoes,Off White,Casual,Catwalk Women Off-White and Blue Pumps,http://assets.myntassets.com/v1/images/style/properties/deb927d9da13f58ec644d6056f122fd7_images.jpg,3.3,2985
Sports Shoes,Olive,Sports,Nike Women Lunarswift +3 Olive Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/2b3ed352576a63ce4c55aacd2911f79c_images.jpg,3.1,2893
Sports Sandals,Black,Casual,Crocs Women Crle Plterm Black Floater,http://assets.myntassets.com/v1/images/style/properties/0167e42283515f3ebd574511b5f6e534_images.jpg,4.7,572
Flats,Beige,Casual,Catwalk Women Beige Shoes,http://assets.myntassets.com/v1/images/style/properties/a401f14b06a8768cd3c6d6ad1e6ae84e_images.jpg,3.3,1531
Flats,Maroon,Casual,Portia Women Maroon Flats,http://assets.myntassets.com/v1/images/style/properties/20214916a1165a52e91e0ee83d380875_images.jpg,4.3,3496
Sports Shoes,White,Sports,Nike Women Glide White Pink Shoe,http://assets.myntassets.com/v1/images/style/properties/c48ebbfd2bcc5ec33a4fa5bdf5cecb40_images.jpg,4.2,841
Heels,Blue,Casual,Catwalk Women Blue Heels,http://assets.myntassets.com/v1/images/style/properties/7a551efeef4cbd6324dd4caa74d2d12b_images.jpg,3.7,3010
Flats,Black,Casual,Rocia Women Casual Black Heels,http://assets.myntassets.com/v1/images/style/properties/c90e16c1d1f5c18264e34eb933e738e8_images.jpg,4.2,4232
Heels,Brown,Casual,Catwalk Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/127d74129c06f43f70e0c2bcbbc492c8_images.jpg,3.2,3990
Heels,Grey,Casual,Catwalk Women Multi Coloured Sandals,http://assets.myntassets.com/v1/images/style/properties/b16122bfedad8402fdb90783f8fda92e_images.jpg,4.3,2650
Heels,Black,Casual,Rocia Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black-Sandals_b8dd915288af7a631865be240d47352a_images.jpg,4.1,1643
Heels,Beige,Casual,Catwalk Women Lifestyle Beige Flats,http://assets.myntassets.com/v1/images/style/properties/fc4a4b1fa426e04697b7850fe34e9980_images.jpg,3.2,4445
Heels,Black,Casual,Carlton London Women Stylish Black Flats,http://assets.myntassets.com/v1/images/style/properties/938912f5e6e0e4ec1b3c75c556410768_images.jpg,4.4,2956
Flip Flops,Blue,Casual,iPanema Women Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/c12c42e702cce65e4ba10c9d55fcbb58_images.jpg,3.9,3142
Casual Shoes,Blue,Casual,Catwalk Women Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/739dcbf6e32c6ee9236e444a01b49c8d_images.jpg,4.3,2954
Flats,Orange,Casual,Enroute Women Coral Shoes,http://assets.myntassets.com/v1/images/style/properties/66805c5d16ee71ee428bb45419a1088f_images.jpg,4.5,3236
Flats,Black,Casual,Catwalk Women Black Casual Flats,http://assets.myntassets.com/v1/images/style/properties/39312317404b3e0a954cb669183af81f_images.jpg,3.8,3582
Flats,Black,Casual,Rocia Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/044aaa16f68a0b7ae3a6f4cd4da8fb2f_images.jpg,4.1,1380
Sports Shoes,White,Sports,Nike Women White Court Shuttle Shoes,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-White-Court-Shuttle-Shoes_3ac38700241aae9bb9348ffc33d425d8_images.jpg,3.0,3627
Casual Shoes,Blue,Casual,Catwalk Women Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/443a674d2c006e31d6e0e69ed9dda24a_images.jpg,3.2,2733
Heels,Black,Casual,Rocia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/f5f98ce7174882c41ac9f0ba5e481933_images.jpg,4.0,2819
Sports Shoes,White,Sports,ADIDAS Women White Galaxy Arriba Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c89906344c29a780561300458bf18bcd_images.jpg,4.4,4319
Sports Shoes,White,Sports,ADIDAS Women White & Grey Vanquish Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/3fc3eb1cb8025a4db14a3f953a3a3def_images.jpg,3.7,3144
Flip Flops,Black,Casual,iPanema Women Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/bae0a6a2aaaec7027e4c3e580d56aaf3_images.jpg,4.0,2168
Sports Shoes,White,Sports,Nike Women City Court White Sports Shoe,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-City-Court-White-Sports-Shoe_7797af7182c0dbc92a9d0328ef4b61d2_images.jpg,3.7,1455
Heels,Silver,Casual,Rocia Women Silver Heels,http://assets.myntassets.com/v1/images/style/properties/45a07080e4db4d4209848a140ed18771_images.jpg,4.2,1830
Sandals,Grey,Casual,Puma Women Grey Techno Ind Sandals,http://assets.myntassets.com/v1/image/style/properties/43957/Puma-Women-Grey-Techno-Sandals_1_fe1ed05952a85793120ed8f7366e9a0c.jpg,3.1,2392
Flats,Gold,Casual,Carlton London Women Four Strapped Gold Sandal,http://assets.myntassets.com/v1/images/style/properties/865a39d6f7e6d219f888220b452c7239_images.jpg,3.9,4077
Flip Flops,White,Casual,iPanema Women White Flip Flops,http://assets.myntassets.com/v1/images/style/properties/fd15f517459fef4a7a8612ab36227950_images.jpg,4.0,1122
Sports Shoes,Yellow,Sports,Reebok Women Zig Sonic Yellow and Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/Reebok-Women-ZIg-Sonic-Yellow-Shoe_3fd0ab8a1be37f346a5522a9e450d30a_images.jpg,3.5,3754
Heels,Brown,Casual,Rocia Women Brown Flats,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_bc657b2aeb19427ea69a54c3bee6d5a1_images.jpg,3.4,4258
Casual Shoes,White,Casual,Nike Women Capri White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/d965bc355228a50c27436e62a6971a91_images.jpg,3.1,4438
Sports Shoes,White,Sports,Nike Women Main Draw White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/82507926a02671be58e238ab26c5a1a3_images.jpg,4.6,579
Flats,Black,Casual,Nike Women Black Tenkay Shoes,http://assets.myntassets.com/v1/images/style/properties/7aec29a0a89d8916f17052917776d1d0_images.jpg,3.6,902
Heels,Brown,Casual,Catwalk Women Leather Cutshoe Brown Flats,http://assets.myntassets.com/v1/images/style/properties/45922b1a8128dc3373f2e597d48bdcd4_images.jpg,4.3,2885
Casual Shoes,Purple,Casual,Nike Women Sweet Classic High Purple Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/f8f912bf92e4b6c7737049010265dbf1_images.jpg,3.1,3793
Flats,Grey,Casual,Rocia Women Grey Sandals,http://assets.myntassets.com/v1/images/style/properties/c8d0d5e36e47c6c3e71ed51ef1cc510e_images.jpg,3.2,2258
Heels,Gold,Casual,Catwalk Women Gold Flats,http://assets.myntassets.com/v1/images/style/properties/fb6eccdb23b5246a09a32ec3e2c56f51_images.jpg,3.5,1304
Sports Shoes,Grey,Sports,Nike Women Grey Lunarswift +3 Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/d2f95f89ac8253ec0e65fb4cfdb5b71a_images.jpg,3.5,952
Heels,Pink,Casual,Enroute Women Pink Flats,http://assets.myntassets.com/v1/images/style/properties/3b18479aa36020e2522ef9cc5dd3db75_images.jpg,3.6,559
Sports Shoes,Black,Sports,Fila Women Top Fuel Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/dc381339c6cb83d3c696813162c01922_images.jpg,4.0,3024
Heels,Black,Casual,Rocia Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black-Sandals_0fe63f5c88f98cd20812c99316c04b96_images.jpg,3.5,624
Heels,White,Casual,Catwalk Women Lifestyle White Shoes,http://assets.myntassets.com/v1/images/style/properties/108fef917f0aa072e7132d1f34017971_images.jpg,3.5,1426
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/9e788ab5037fae60c29940c103af4a7f_images.jpg,4.3,3257
Flip Flops,Gold,Casual,iPanema Women Gold Flip Flops,http://assets.myntassets.com/v1/images/style/properties/6c1f29f8bbc8ecdd7373d0c8dbd8ea3f_images.jpg,3.3,514
Heels,Blue,Casual,Enroute Women Steelblue Heels,http://assets.myntassets.com/v1/images/style/properties/6491d0c67cea128da1efb2a71238c45c_images.jpg,4.4,1638
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/9a7b58439fc636b25fa1ad11c5527336_images.jpg,4.3,1507
Flats,Navy Blue,Casual,Reebok Women Navy Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/92ecdcf6484a10a8324dc2a40c9b2f80_images.jpg,4.1,717
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/4235d1a4df0806cbcefd89df189fac70_images.jpg,3.4,2083
Heels,Grey,Formal,Catwalk Women Leather Formal Grey Heels,http://assets.myntassets.com/v1/images/style/properties/8a26ede7aff18660f1f94a88e7d29fb9_images.jpg,4.1,4245
Casual Shoes,White,Casual,Puma Women's Feuerwerk White Shoe,http://assets.myntassets.com/v1/images/style/properties/37d72c60951ca0f40881af33bc60e833_images.jpg,4.1,2546
Flats,Beige,Casual,Rocia Women Beige & Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/fccc4ca2fcce00803d7628ed5c259fbc_images.jpg,3.0,2698
Flip Flops,Blue,Casual,Lotto Women XL Kelly Blue Slippers,http://assets.myntassets.com/v1/images/style/properties/77c75e8f3a8f5d99142f53578af9d453_images.jpg,3.6,993
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Party-Collection-Black-Sandal_c2123218f8a47cfeadcdcee58c8a2bcc_images.jpg,4.5,1333
Sports Shoes,Grey,Sports,Puma Women Grey Axis Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/41c0eb951493957045c196557c201140_images.jpg,3.1,2278
Heels,Beige,Casual,Enroute Women Casual Beige Flats,http://assets.myntassets.com/v1/images/style/properties/a7f1a17d79390d0a3bf3ecd303683875_images.jpg,3.9,958
Flats,Green,Casual,ADIDAS Women Sweep Green Sandals,http://assets.myntassets.com/v1/images/style/properties/dbfad4b687f66fef421fd8f883d7227f_images.jpg,3.4,2170
Flats,Black,Casual,Puma Women Black Grace Flats,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Grace-Black-Sandals_632d064a8a8ff4733d1389a9642a10a7_images.jpg,4.2,1079
Heels,Black,Casual,Rocia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/9a61d89eaedfb7027fbccf03f9943945_images.jpg,4.4,2604
Flats,Black,Casual,Portia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/6f95f0cb9f9f6e5e6ed76db4cca1621a_images.jpg,3.4,858
Heels,Pink,Casual,Rockport Women Jeanie Thong Chain Pink Flats,http://assets.myntassets.com/v1/images/style/properties/0a8fa35ad40edf64d2883f4d189249e6_images.jpg,4.5,1890
Heels,Brown,Casual,Catwalk Women Casual Brown Heels,http://assets.myntassets.com/v1/images/style/properties/42a4e7afdc06ef8f8d7bc0751ceb971f_images.jpg,4.2,3338
Sports Shoes,White,Sports,Nike Women Trainer White Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/3fdda2893609ddafe1a29631bed51c91_images.jpg,3.6,1982
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/622b6fcaa104a101d327dec93528f5e2_images.jpg,4.2,2551
Sports Shoes,White,Sports,Nike Women Ballista II White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Ballista-II-White-Sports-Shoes_22d77b37951d43ddefa6b7c30a8c8223_images.jpg,3.8,2028
Heels,Silver,Casual,Enroute Women Silver Wedges,http://assets.myntassets.com/v1/images/style/properties/61c2862df31a6b7fda0c58d490c0e962_images.jpg,4.7,2220
